602859	1153269	en	King Amphoe Ban Hua Hin	0
602860	1153269	en	King Amphoe Hua Hin	0
604223	1154689	en	Ko Samui	1
608755	1159456	en	Sistan and Baluchestan	1
608764	1159456	en	the 11th Ostan	0
612533	1161983	en	Rawlakot	1
616708	1170395	en	Mingora	1
619635	1176514	en	Upper Sind Frontier District	0
633930	1220747	en	Kurgan-Tyube	0
637736	1232783	en	Nuwara Eliya	0
642382	1252771	en	Yavatmal District	0
642846	1253986	en	Udaipur	0
642854	1253993	en	Udhagamandalam	0
643151	1254662	en	Thane District	0
644325	1258340	en	Ratnagiri District	0
644950	1260342	en	Parbhani District	0
645046	1260607	en	Panjim	1
645176	1261013	en	Osmanabad District	0
645287	1261260	en	Nizamabad District	0
645326	1261391	en	Nilgiris District	0
645379	1261530	en	Nellore District	0
645535	1261978	en	Nanded District	0
645591	1262117	en	Nainital	0
646346	1264408	en	Mahbūbnagar District	0
647061	1266426	en	Coorg	0
647193	1266857	en	East Khasi Hills District	0
647497	1267756	en	Karīmngar District	0
647547	1267911	en	Kapurthala Town	0
648514	1270836	en	Mumbai City District	0
648739	1271512	en	East Garo Hills District	0
649001	1272243	en	Dum Dum	0
650829	1277897	en	Bagdogra	0
651085	1278673	en	Anantapur District	0
651318	1279396	en	Mount Abu	0
653995	1281178	en	Golog Tibetan Autonomous Prefecture	0
654876	1281918	en	Raa Atoll	1
654902	1281937	en	Noonu Atoll	1
654906	1281945	en	Gnyaviyani Atoll	0
655090	1282497	en	Alif Alif Atoll	0
655653	1283339	en	Hetauda	0
723446	1484842	ru	Наманганская область	0
723455	1484844	ru	Жиззахская область	0
723466	1484846	ru	Андижанская область	0
724160	1486209	en	Ekaterinburg	0
736574	1511732	en	Altai Krai	0
738009	1514019	en	Fergana	0
742570	1517381	ru	Vostochno-Kazakhstanskaya Oblast’	0
742572	1517381	en	East Kazakhstan	0
744842	1520239	ru	Pavlodarskaya Oblast’	0
745786	1521406	ru	Kyzylordinskaya Oblast’	0
747139	1523401	ru	Karagandinskaya Oblast’	0
747881	1524444	ru	Zhambylskaya Oblast’	0
748978	1525988	en	Ayagoz	0
749138	1526193	en	Arqalyk	0
750056	1527719	en	Kzyl-Kiya	0
750320	1528260	ru	Issyk-Kul’skaya Oblast’	1
750321	1528260	en	Issyk-Kul Region	0
752646	1529778	ru	Dzhalal-Abadskaya Oblast’	1
753495	1537272	ru	Шымкент	0
753499	1537276	ru	Туркестан	0
753506	1537281	ru	город Капшагай	0
845485	1699585	en	Oriental Mindoro	0
847693	1706889	en	Legaspi City	0
847694	1706889	en	Legazpi City	0
848624	1709632	en	Kalibo Town	0
852606	1722186	en	City of Butuan	0
856543	1733782	en	Labuan	0
856836	1734240	en	Federal Territory of Labuan	0
857205	1734769	en	Port Klang	0
857671	1735459	en	Teluk Anson	0
867684	1784642	en	Chinkiang	0
876448	1790645	en	Amoy	0
894130	1803986	en	Liangping District	0
894132	1803986	en	Langshan County	0
901360	1809111	en	Haibei Tibetan Autonomous Prefecture	1
912903	1817993	en	Anking	0
937436	1841066	en	Mogpo	0
945726	1848055	en	Gero	0
946324	1848699	en	Yamagata	0
946529	1848873	en	Watarai	0
947626	1849812	en	Toyota	0
949171	1851274	en	Tagata	0
949201	1851306	en	Tachikawa	0
949299	1851401	en	Suntō	0
949474	1851574	en	Sōraku	0
950339	1852349	en	Shimoda	0
950464	1852464	en	Shima	0
950902	1852833	en	Sayama	0
951349	1853274	en	Saga City	0
952083	1853897	en	Osaka City	0
952174	1853990	en	Onomichi	0
953145	1854875	en	Nyu	0
954312	1855990	en	Nakagami	0
956137	1857906	en	Kyōto	0
956494	1858288	en	Kure	0
957570	1859297	en	Kitamuro	0
957598	1859337	en	Kita	0
958054	1859726	en	Kawaguchi	0
958624	1860240	en	Kanazawa	0
958625	1860240	en	Kanazawa City	0
958706	1860327	en	Kamo	0
959043	1860633	en	Kameoka	0
959109	1860701	en	Kako	0
959259	1860835	en	Kagawa	0
959620	1861094	en	Izumi-Ōtsu	0
960309	1861716	en	Imadate	0
960554	1861964	en	Ichikawa	0
961021	1862412	en	Hiroshima City	0
961022	1862412	en	Hiroshima	0
961195	1862635	en	Hikone	0
961799	1863204	en	Handa City	0
962357	1863686	en	Gamō	0
962697	1863982	en	Fukui	0
963747	1864872	en	Ayabe	0
963819	1864943	en	Atami	0
964237	1865360	en	Amakusa	0
996919	2022888	en	Khabarovsk Krai	0
1014937	2038085	en	Chengde Prefecture	0
1023541	2073124	en	Port Darwin	0
1037509	2098329	en	Daru Government Station	0
1042524	2111683	en	Narita	0
1053185	2127415	en	Yūbari	0
1056379	2130609	en	Ashibetsu	0
1065425	2186313	en	Napier City	0
1067988	2202064	en	Nadi	1
1068359	2204582	en	Labasa	0
1068965	2208485	en	Zliten	0
1077249	2218478	en	Brach	0
1077836	2219235	en	Ubari	0
1079489	2221788	en	South-West Province	0
1079490	2221789	en	South Province	0
1079923	2223602	en	North-West Province	0
1079924	2223603	en	North Province	0
1084116	2239001	en	Ambrizette	0
1111191	2309527	es	Ciudad de Malabo	0
1111192	2309527	es	Santa Isabel	0
1150740	2462881	es	Aaiún	0
1150743	2462881	es	El Aaiún	1
1151018	2463447	en	Dakhla	1
1151021	2463447	es	Villa Cisneros	0
1152532	2464470	es	Tunez	0
1164011	2472706	en	Bizerta	0
1176395	2507480	es	Argel	0
1177107	2509509	en	Vila-real	0
1178520	2513947	es	Ciudad de Melilla	0
1180577	2518207	es	El Puerto de Santa María	0
1181301	2519582	es	Ciudad de Ceuta	0
1181531	2520069	es	El Carrizal	0
1181706	2520600	es	Cádiz	1
1182682	2523083	en	Syracuse	0
1182747	2523228	en	Sardinia	1
1186142	2528910	es	Tetuán	0
1202707	2553455	es	Xauen	0
1204701	2557055	es	Arcila	0
1205653	2558545	es	Villa Alhucemas	0
1205655	2558545	es	Villa Sanjurjo	0
1205656	2558545	es	Alhucemas	0
1212330	2593113	en	Valencian Community	0
1220185	2633484	en	County Borough of Wrexham	0
1220187	2633485	en	Wrexham	1
1220412	2634715	en	Washington New Town	0
1220473	2635028	en	The Vale of Glamorgan	0
1220720	2636005	en	Thornaby	0
1220808	2636432	en	Swansea	0
1220831	2636534	en	Sunbury-on-Thames	1
1220911	2636909	en	Stirling County	0
1221299	2638664	en	New Sarum	0
1221641	2639944	en	County of Powys	0
1221782	2640500	en	County of Pembrokeshire	0
1221784	2640500	en	County of Pembroke	0
1222042	2641598	en	Newport	0
1222054	2641673	en	Newcastle-on-Tyne	0
1222055	2641673	en	Newcastle	0
1222065	2641731	en	Newark	0
1222197	2642240	en	Moray District	0
1224324	2650470	en	Dereham	0
1224552	2651385	en	County of Denbighshire	0
1224801	2652355	en	Cornwall	1
1225177	2653753	en	County of Carmarthenshire	0
1225199	2653814	en	County of Cardigan	0
1225202	2653822	en	Cardiff	1
1225315	2654200	en	Burton-on-Trent	0
1225784	2656295	en	Chipping Barnet	0
1225794	2656333	en	Barking Town	0
1226077	2657311	en	Isle of Anglesey	0
1227415	2661552	es	Berna	0
1227470	2661739	en	Appenzell Outer Rhodes	0
1227475	2661741	en	Appenzell Inner Rhodes	0
1233661	2696500	en	Lerum	0
1235560	2708664	en	Hällefors	1
1244497	2745392	en	Flushing	0
1248614	2761367	en	Vienna	1
1249268	2764357	en	Steyr-Land District	0
1249325	2764581	en	Styria	0
1250695	2769848	en	Upper Austria	0
1263185	2862926	en	Lower Saxony	1
1263226	2863622	en	Lower Bavaria	0
1271890	2960935	en	County Wicklow	0
1271905	2960963	en	County Wexford	0
1271908	2960964	en	Wexford	0
1271913	2960972	en	County Westmeath	1
1271927	2960992	en	Waterford	1
1271978	2961123	en	Tralee	0
1272038	2961284	en	Tallaght	0
1272042	2961297	en	Swords	0
1272079	2961422	en	County Sligo	0
1272082	2961423	en	Sligo	0
1272196	2961731	en	County Roscommon	0
1272366	2962187	en	County Offaly	0
1272425	2962308	en	Navan	0
1272428	2962334	en	Naas	0
1272440	2962361	en	Mullingar	0
1272548	2962661	en	County Meath	1
1272553	2962666	en	County Mayo	0
1272603	2962793	en	County Louth	1
1272621	2962839	en	County Longford	1
1272714	2963031	en	County Laois	1
1272715	2963031	en	Queen's County	0
1272884	2963397	en	County Kilkenny	0
1272887	2963398	en	Kilkenny	1
1272908	2963435	en	County Kildare	1
1272942	2963517	en	County Kerry	1
1273276	2964405	en	Ennis	0
1273322	2964506	en	Dunleary	0
1273334	2964540	en	Dundalk	0
1273347	2964574	en	Dublin	1
1273663	2965479	en	County Clare	1
1273684	2965529	en	Celbridge	0
1273685	2965534	en	County Cavan	1
1273789	2965768	en	Carlow	0
1273910	2966110	en	Blanchardstown	0
1274225	2966839	en	Athlone	0
1302407	3055744	en	Bács-Kiskun county	0
1307105	3067696	es	Praga	1
1319064	3104499	es	Vitoria	0
1320275	3109453	es	Baracaldo	0
1320285	3109481	es	Santurce	0
1320305	3109546	es	Sant Just Desvern	0
1320437	3110044	es	San Sebastián	1
1320465	3110143	en	Sant Pere de Ribes	1
1320600	3110610	es	Sangenjo	0
1320658	3110834	en	Sant Boi de Llobregat	0
1322295	3116478	es	Monforte de Lemos	1
1322315	3116553	en	Mollet del Vallès	0
1323403	3119841	es	La Coruña	1
1323727	3120935	es	Provincia de Guipúzcoa	1
1323743	3120989	es	Guernica	0
1324551	3123688	es	Egea de los Caballeros	1
1324992	3125239	es	Chamartín	0
1325172	3125881	es	Provincia de Castellón de la Plana	0
1325527	3127035	en	Caldes de Montbui	0
1325999	3128832	es	Barajas	1
1326067	3129046	es	Azuqueca	0
1326337	3130137	es	Amorebieta-Echano	1
1349531	3172087	en	Olbia	1
1350147	3174051	en	Mantua	0
1350709	3175628	ru	Джези	1
1381137	3333238	en	County Borough of Blaenau Gwent	0
1381138	3333239	en	County Borough of Bridgend	0
1381140	3333241	en	City and County of Cardiff	0
1381141	3333242	en	County Borough of Conwy	0
1381143	3333244	en	County of Monmouthshire	0
1381144	3333245	en	County Borough of Neath Port Talbot	0
1381145	3333246	en	City of Newport	1
1381146	3333247	en	County Borough of Rhondda Cynon Taf	0
1381206	3337388	en	Flemish Region	0
1381720	3343704	en	Una-Sana Canton	0
1384761	3349234	en	Kwanza Sul Province	1
1388589	3359638	en	Walvis Bay	0
1400429	3401845	en	Conceição do Araguaia	0
1404662	3421723	en	Narsaq Municipality	0
1404704	3421767	en	Nanortalik Municipality	0
1409152	3433955	es	Capital Federal	0
1409153	3433955	en	Federal District	0
1414012	3442568	es	Villa de Fray Bentos	0
1414014	3442568	es	Villa Fray Bentos	0
1416891	3447839	en	Senhor do Bonfim	0
1420825	3458131	en	Mairiporã	0
1426791	3488081	en	Westmoreland	1
1426987	3488708	en	Saint Elizabeth	1
1427293	3489586	en	Manchester	1
1428583	3493232	es	Distrito de Samana	0
1435439	3513392	en	Filipsburg	0
1436165	3515042	es	Tultitlá de Mariano Escobedo	0
1437501	3517517	es	Xoxocotlan	0
1437502	3517517	es	Santa Cruz	0
1438485	3518723	es	Tuxtepec	0
1438486	3518723	en	San Juan Bautista Tuxtla	0
1438487	3518723	en	San Juan Bautista	0
1439329	3520914	es	Querétaro	0
1440139	3523466	en	Heroica Matamoros	1
1441396	3526674	es	San Geronimo Ixtepec	0
1441589	3527023	es	Huajuápam	0
1441590	3527023	es	Huajuapan	0
1441591	3527023	es	Huajuápam de León	0
1441780	3527646	es	Ciudad de México	1
1442982	3530517	es	Puerto Mexico	0
1443040	3530597	es	Ciudad de México	1
1443041	3530597	es	México Distrito Federal	0
1443460	3531673	es	Ciudad Cancún	0
1453759	3572375	en	Freeport	1
1455560	3576994	en	Cockburn Town	0
1460705	3588668	en	Suchitepeque	0
1461242	3591093	en	Tiquisate	0
1461245	3591093	es	Tiquisate	0
1462924	3598132	es	Santiago de Guatimala	0
1462926	3598132	es	Nueva Guatemala de la Asunción	0
1462928	3598132	es	Nueva Guatemala	0
1462929	3598132	en	New Guatemala	0
1463291	3599699	es	Santiago de los Caballeros de Guatemala	0
1463292	3599699	es	Muy Noble y Muy Leal Ciudad de Santiago de los Caballeros	0
1472091	3622247	es	Ciudad de Limón	0
1473370	3625974	en	Estado Trujillo	1
1474037	3629672	es	Puerto de La Cruz	1
1474625	3632100	es	Estado Maturín	0
1475504	3636539	es	Barquisimeto	0
1476450	3640873	es	Coro	0
1477118	3644541	es	Territorio Delta Amacuro	1
1477929	3648106	es	Guayana	0
1481933	3657879	es	Archipiélago de Galápagos	0
1486654	3670673	es	Robles	0
1486704	3670818	es	Chalán	1
1487709	3673398	es	Páez	0
1487710	3673398	es	Belalcázer	0
1493799	3688685	es	Distrito Capital	0
1493802	3688685	es	Distrito Capital de Santafé de Bogotá	0
1493803	3688685	es	Bogotá Distrito Especial	0
1494267	3689815	en	Antioquia	1
1514215	3874997	es	Ciudad de Aysén	0
1515952	3882428	es	Ciudad de Los Anjeles	0
1521663	3902377	es	Ciudad Trinidad	0
1525150	3911925	es	Ciudad La Paz	0
1532913	3941584	es	Cuzco	0
1532914	3941584	es	Ciudad del Cuzco	0
1534663	3980187	es	Corregidora	1
1534669	3980190	es	García	0
1535736	3983671	es	Santiago	0
1536895	3988392	en	Rosario	0
1538544	3996322	es	Ciudad Mazatlán	0
1549545	4034364	en	Leeward Islands	0
1551402	3496024	es	Distrito de Santo Domingo	0
1551791	2028849	en	Central Aimak	0
1551792	2028849	en	Central Aymag	0
1551798	2028849	ru	Tsentral’nyy Aymag	0
1551799	2028849	ru	Tsentral’nyy Aymak	0
1551802	2028849	en	Central	0
1551815	2029546	en	South Hangay	0
1551816	2029546	en	South Khangay	0
1551834	2029669	en	Ömnögovi Province	0
1551876	2030469	ru	Khubsugul’skiy Aymak	0
1551878	2030469	ru	Kosogol’skiy Aymak	0
1551970	1516048	en	Khovd	1
1551979	2031798	en	East Gobi Aymag	0
1551980	2031798	en	East Govĭ	0
1551993	2031740	en	Middle Govĭ	0
1552005	2031799	en	East Aimak	0
1552006	2031799	en	Eastern	0
1552007	2031799	en	Eastern Aymag	0
1552042	2032614	en	Baruun-Urt	0
1554255	3336903	es	Comunidad Autónoma del País Vasco	1
1554268	3114472	es	Pamplona	0
1554311	3119027	es	Lasarte-Oria	0
1554354	5128581	es	Nueva York	1
1565161	3128795	es	Barbastro	0
1565193	3120514	es	Huesca	1
1565386	3128026	es	El Bocho	0
1565423	3110044	es	La Bella Easo	0
1565425	3110044	es	Sanse	0
1565427	3116503	es	Mondragón	1
1565457	3121424	es	Gijón	0
1565463	3110962	es	Langreo	0
1565475	3114711	es	Oviedo	0
1565501	3118532	es	León	0
1565507	3104342	es	Zamora	0
1565714	104515	es	La Meca	0
1565725	2964574	es	Dublín	0
1565728	2643743	es	Londres	0
1565733	2800866	es	Bruselas	0
1565736	2747373	es	La Haya	0
1565739	2960316	es	Luxemburgo	0
1565741	2950159	es	Berlín	0
1565745	2618425	es	Copenhague	0
1565748	2761369	es	Viena	0
1565754	727011	es	Sofía	0
1565760	2993458	es	Mónaco	0
1565761	2267057	es	Lisboa	0
1565763	264371	es	Atenas	0
1565769	756135	es	Varsovia	0
1565771	524901	es	Moscú	1
1565774	658225	es	Helsinki	0
1565775	2673730	es	Estocolmo	0
1565783	112931	es	Teherán	0
1565785	2210247	es	Trípoli	0
1565786	360630	es	El Cairo	1
1565791	285787	es	Ciudad de Kuwait	0
1565795	287286	es	Mascate	0
1565801	379252	es	Jartum	0
1565802	223817	es	Yibuti	0
1565806	2220957	es	Yaundé	0
1565821	3336903	es	Provincias Vascongadas	0
1565839	3112011	es	Rentería	0
1565856	2861650	es	Nuremberg	0
1565857	2861650	en	Nuremberg	1
1565859	2951839	es	Baviera	1
1565886	3919968	es	Cochabamba	0
1565898	3911925	es	La Paz	1
1565904	3909234	es	Oruro	0
1565910	3903987	es	Sucre	0
1565918	3907584	es	Potosí	0
1565922	2657345	en	Ammanford	0
1565934	2656235	en	Barry	1
1565952	2653755	en	Carmarthen	0
1565953	2653228	en	Chester	1
1565957	2652513	en	Colwyn Bay	0
1565975	2649301	en	Flint	0
1565978	2647303	en	Hawarden	0
1566007	2641843	en	Neath	0
1566014	2640861	en	Oswestry	0
1566021	2639447	en	Rhondda	0
1566023	2639409	en	Rhyl	0
1566036	2637891	en	Shrewsbury	1
1566117	2521909	es	Almazora	0
1566143	3128272	es	Benicásim	0
1566149	2520709	es	Burriana	0
1566255	2509509	es	Villareal	1
1566259	3104584	es	Vinaroz	0
1566283	2522098	es	Alcoy	0
1566293	2521855	es	Almoradí	0
1566301	2521510	es	Aspe	0
1566323	2521088	es	Benidorm	0
1566359	2520502	es	Callosa de Segura	0
1566361	2520496	es	Calpe	0
1566363	2520447	es	Campello	0
1566381	2519110	es	Crevillente	0
1566389	2518878	es	Denia	0
1566393	2518559	es	Elche	0
1566394	2518505	es	Elda	0
1566414	2516902	es	Guardamar del Segura	1
1566420	2516480	es	Ibi	0
1566426	2516336	es	Jávea	1
1566444	2513465	es	Muchamiel	0
1566446	2513195	es	Novelda	0
1566458	2513076	es	Orihuela	0
1566468	2512581	es	Pilar de la Horadada	0
1566484	2511752	es	Rojales	0
1566492	2511330	es	San Juan de Alicante	0
1566496	2511032	es	San Vicente del Raspeig	1
1566500	2511102	es	Santa Pola	0
1566520	2510253	es	Torrevieja	1
1566526	2509588	es	Villajoyosa	0
1566528	2509463	es	Villena	0
1566768	281184	ru	Иерусалим	0
1566778	281184	en	Zion	0
1566784	281184	en	Ariel	0
1566801	284315	es	Belén	0
1566803	284315	es	Belén de Judá	0
1566817	2520600	es	La tacita de plata	0
1566822	3130616	es	Cómpluto	0
1566830	3031582	es	Burdeos	0
1566836	745044	es	Constantinopla	0
1566838	745044	es	Estambul	1
1566854	3181928	es	Bolonia	0
1566861	284899	es	Jericó	0
1566863	282615	es	Siquem	0
1566865	2513947	es	Ciudad Autónoma de Melilla	0
1566877	2548885	es	Fez	0
1566934	2522091	es	Alcúdia	0
1566937	2512432	es	Pollença	1
1566966	2516452	es	Inca	0
1566968	2511162	es	Santa Eulalia del Río	1
1566974	2514301	es	Mahón	0
1566977	2514984	es	Llucmajor	0
1566986	2514216	es	Manacor	0
1567011	2516479	es	Ibiza	0
1567014	2520493	es	Calvià	0
1567062	2522297	es	Alacuás	0
1567067	2522250	es	Albal	1
1567081	2522203	es	Alboraya	1
1567088	2522129	es	Alcira	0
1567099	2522077	es	Aldaya	0
1567102	2522057	es	Alfafar	1
1567118	2522012	es	Algemesí	1
1567213	2520968	es	Bétera	1
1567237	2520150	es	Carcagente	0
1567243	2520121	es	Carlet	1
1567263	2519690	es	Catarroja	1
1567294	2519068	es	Cuart de Poblet	0
1567303	2518949	es	Cullera	1
1567312	2516004	es	La Eliana	0
1567347	2517367	es	Gandía	0
1567368	2516902	es	Guardamar	0
1567377	2516345	es	Játiva	0
1567383	2515036	es	Liria	0
1567411	2514197	es	Manises	1
1567425	2513811	es	Mislata	1
1567427	2513703	es	Moncada	1
1567443	2513145	es	Oliva	1
1567450	2513106	es	Onteniente	0
1567455	2513029	es	Paiporta	1
1567463	2512862	es	Paterna	1
1567472	2512620	es	Picasent	0
1567486	2512251	es	Puebla de Vallbona	0
1567494	2512127	es	Puzol	0
1567510	2511930	es	Requena	1
1567540	2510880	es	Silla	1
1567551	2510764	es	Sueca	1
1567559	2510743	es	Tabernes de Valldigna	0
1567570	2510279	es	Torrente	0
1567657	3130131	es	Amposta	0
1567676	3129661	es	Arenys de Mar	1
1567707	3129028	es	Badalona	0
1567715	3128978	es	Balaguer	1
1567762	3128201	es	Berga	0
1567773	3127978	es	Blanes	1
1567820	3127066	es	Calafell	0
1567831	3127007	es	Calella	1
1567833	3126888	es	Cambrils	1
1567849	3126534	es	Canovellas	0
1567867	3126317	es	Cardedeu	1
1567889	3125897	es	Castelldefels	1
1567930	3109402	es	Cerdanyola del Vallès	0
1567973	3122912	es	Esparraguera	0
1568005	3122453	es	Figueres	0
1568059	3121519	es	Gavà	0
1568080	3121145	es	Granollers	0
